# Current Final Terms
Generated: 2026-04-23
Source: data/terms/repo-catalog.ts
Total terms: 956
Format: id | category | slug | term_en | term_tr | term_ru
term_1301 | Finance | laissez-faire | Laissez Faire | Bırakınız Yapsınlar | Лессе-фер
term_1302 | Finance | invisible-hand | Invisible Hand | Görünmez El | Невидимая рука
term_1303 | Finance | bretton-woods | Bretton Woods | Bretton Woods | Бреттон-Вудс
term_1304 | Finance | phillips-curve | Phillips Curve | Phillips Eğrisi | Кривая Филлипса
term_1305 | Finance | laffer-curve | Laffer Curve | Laffer Eğrisi | Кривая Лаффера
term_1306 | Finance | gini-coefficient | Gini Coefficient | Gini Katsayısı | Коэффициент Джини
term_1307 | Finance | purchasing-power-parity | Purchasing Power Parity | Satın Alma Gücü Paritesi (PPP) | ППС
term_1308 | Finance | big-mac-index | Big Mac Index | Big Mac Endeksi | Индекс Биг Мака
term_1309 | Finance | game-theory | Game Theory | Oyun Teorisi | Теория игр
term_1310 | Finance | nash-equilibrium | Nash Equilibrium | Nash Dengesi | Равновесие Нэша
term_1311 | Finance | pareto-efficiency | Pareto Efficiency | Pareto Verimliliği | Эффективность по Парето
term_1312 | Finance | tragedy-of-the-commons | Tragedy of the Commons | Ortak Malların Trajedisi | Трагедия общин
term_1313 | Finance | moral-hazard | Moral Hazard | Ahlaki Tehlike | Моральный риск
term_1314 | Finance | asymmetric-information | Asymmetric Information | Asimetrik Bilgi | Асимметрия информации
term_1315 | Finance | ponzi-scheme | Ponzi Scheme | Ponzi Oyunu | Схема Понци
term_1316 | Finance | pyramid-scheme | Pyramid Scheme | Saadet Zinciri (Piramit) | Финансовая пирамида
term_1317 | Finance | embezzlement | Embezzlement | Zimmete Para Geçirme | Растрата (Хищение)
term_1321 | Finance | offshore | Offshore | Offshore (Yurt Dışı) | Оффшор
term_1322 | Finance | smurfing | Smurfing | Smurfing (Parçalama) | Смурфинг
term_1323 | Finance | nostro-account | Nostro Account | Nostro Hesabı | Ностро-счет
term_1324 | Finance | vostro-account | Vostro Account | Vostro Hesabı | Востро-счет
term_1325 | Finance | correspondent-bank | Correspondent Bank | Muhabir Banka | Банк-корреспондент
term_1326 | Finance | letter-of-credit | Letter of Credit | Akreditif Mektubu | Аккредитив
term_1327 | Finance | bill-of-lading | Bill of Lading | Konşimento | Коносамент
term_1328 | Finance | factoring | Factoring | Faktoring | Факторинг
term_1329 | Finance | forfaiting | Forfaiting | Forfaiting (Vadesiz Satın Alma) | Форфейтинг
term_1330 | Finance | banker-s-draft | Banker's Draft | Banka Çeki | Банковский чек
term_1331 | Finance | cashier-s-check | Cashier's Check | Kasiyer Çeki | Кассовый чек
term_1332 | Finance | clearing-house | Clearing House | Takas Odası | Клиринговая палата
term_1333 | Finance | settlement | Settlement | Mutabakat (Settlement) | Расчет (Сеттлмент)
term_1334 | Finance | reconciliation | Reconciliation | Mutabakat (Reconciliation) | Сверка
term_1335 | Finance | bic | BIC | BIC (Banka Tanımlama Kodu) | BIC
term_1337 | Finance | line-of-credit | Line of Credit | Kredi Limiti | Кредитная линия
term_1338 | Finance | predatory-lending | Predatory Lending | Yağmacı Kredilendirme | Хищническое кредитование
term_1339 | Finance | loan-shark | Loan Shark | Tefeci | Ростовщик
term_1340 | Finance | ticker-symbol | Ticker Symbol | Hisse Simgesi (Ticker) | Тикер
term_1343 | Finance | vix | VIX | VIX (Korku Endeksi) | VIX (Индекс страха)
term_1344 | Finance | circuit-breaker | Circuit Breaker | Devre Kesici (Borsa) | Торговый тормоз
term_1345 | Finance | margin-account | Margin Account | Marjin Hesabı | Маржинальный счет
term_1346 | Finance | cash-account | Cash Account | Nakit Hesap | Кэш-счет
term_1347 | Finance | day-trading | Day Trading | Günlük Ticaret | Дей-трейдинг
term_1348 | Finance | swing-trading | Swing Trading | Swing Ticareti | Свинг-трейдинг
term_1349 | Finance | scalping | Scalping | Scalping (Al-Sat) | Скальпинг
term_1350 | Finance | dividend-aristocrat | Dividend Aristocrat | Temettü Aristokratı | Дивидендный аристократ
term_1351 | Finance | growth-stock | Growth Stock | Büyüme Hissesi | Акции роста
term_1352 | Finance | value-stock | Value Stock | Değer Hissesi | Акции стоимости
term_1353 | Finance | cyclical-stock | Cyclical Stock | Döngüsel Hisse | Циклическая акция
term_1354 | Finance | defensive-stock | Defensive Stock | Defansif Hisse | Защитная акция
term_1355 | Finance | beta-slippage | Beta Slippage | Beta Kayması | Просадка беты (Slippage)
term_1357 | Finance | beneficiary | Beneficiary | Lehtar (Beneficiary) | Бенефициар
term_1358 | Finance | policyholder | Policyholder | Poliçe Sahibi | Страхователь
term_1359 | Finance | grace-period | Grace Period | Ödemesiz Dönem | Льготный период
term_1361 | Finance | federal-reserve | Federal Reserve | Federal Rezerv (Fed) | Федеральная резервная система
term_1362 | Finance | ecb | ECB | AMB (Avrupa Merkez Bankası) | ЕЦБ
term_1364 | Finance | quantitative-tightening | Quantitative Tightening | Parasal Sıkılaşma (QT) | Количественное ужесточение
term_1365 | Finance | forward-guidance | Forward Guidance | İleriye Dönük Sözlü Yönlendirme | Прогнозная риторика
term_1367 | Finance | order-book | Order Book | Emir Defteri | Книга ордеров (Стакан)
term_1371 | Finance | stop-limit | Stop Limit | Stop Limit | Стоп-лимит
term_1372 | Finance | trailing-stop | Trailing Stop | İz Süren Stop | Трейлинг-стоп
term_1373 | Finance | fill-or-kill | Fill or Kill | Gerçekleşmezse İptal Et (FOK) | Исполнить или отменить
term_1374 | Finance | gtc | GTC | GTC (İptal Edilene Kadar) | GTC (До отмены)
term_1377 | Finance | subprime | Subprime | Eşik Altı (Subprime) | Субстандартный
term_1391 | Finance | pension-fund | Pension Fund | Emeklilik Fonu | Пенсионный фонд
term_1392 | Finance | sovereign-wealth-fund | Sovereign Wealth Fund | Varlık Fonu | Суверенный фонд
term_1397 | Finance | spac | SPAC | SPAC (Birleşme Amaçlı Ortaklık) | SPAC
term_1398 | Finance | direct-listing | Direct Listing | Doğrudan Listeleme | Прямой листинг
term_1399 | Finance | carried-interest | Carried Interest | Taşınan Faiz (Başarı Primi) | Процент от прибыли (Carry)
term_1400 | Finance | clawback | Clawback | Geri Alma (Clawback) | Возврат выплат
term_1401 | Finance | lock-up-period | Lock-up Period | Kilitlenme Süresi (Lock-up) | Лок-ап период
term_1402 | Finance | vesting | Vesting | Hak Kazanma (Vesting) | Вестинг
term_1403 | Finance | stock-option | Stock Option | Hisse Opsiyonu | Опцион на акции
term_1404 | Finance | rsu | RSU | RSU (Kısıtlı Hisse Birimi) | RSU
term_1405 | Finance | high-water-mark | High Water Mark | En Yüksek Seviye (Fon) | High Water Mark
term_1406 | Finance | hurdle-rate | Hurdle Rate | Engel Oranı (Hurdle) | Барьерная ставка
term_1407 | Finance | family-office | Family Office | Aile Ofisi | Семейный офис
term_1408 | Finance | accredited-investor | Accredited Investor | Akredite Yatırımcı | Аккредитованный инвестор
term_1409 | Finance | high-net-worth | High Net Worth | Yüksek Net Değerli Birey | HNWI (Богатый)
term_1410 | Finance | kyc | KYC | KYC | KYC
term_1411 | Finance | aml | AML | AML | AML
term_1414 | Finance | capital-controls | Capital Controls | Sermaye Kontrolleri | Контроль капитала
term_1416 | Finance | appreciation | Appreciation | Değer Kazanma | Укрепление
term_5003 | Finance | fico | FICO | FICO Puanı | FICO
term_5009 | Finance | dca | DCA | DCA (Kademeli Alım) | DCA
term_5013 | Finance | time-horizon | Time Horizon | Zaman Ufku | Временной горизонт
term_5016 | Finance | gdp-per-capita | GDP Per Capita | Kişi Başına GSYİH | ВВП на душу населения
term_5019 | Finance | trade-surplus | Trade Surplus | Dış Ticaret Fazlası | Торговый профицит
term_5029 | Finance | depression | Depression | Depresyon (Buhran) | Депрессия
term_046 | Fintech | blockchain | Blockchain | Blokzinciri | Блокчейн
term_047 | Fintech | cryptocurrency | Cryptocurrency | Kripto Para | Криптовалюта
term_048 | Fintech | bitcoin | Bitcoin | Bitcoin | Биткоин
term_049 | Fintech | ethereum | Ethereum | Ethereum | Эфириум
term_050 | Fintech | wallet-digital | Wallet (Digital) | Dijital Cüzdan | Цифровой кошелёк
term_051 | Fintech | private-key | Private Key | Özel Anahtar | Закрытый ключ
term_052 | Fintech | public-key | Public Key | Genel Anahtar | Открытый ключ
term_053 | Fintech | smart-contract | Smart Contract | Akıllı Sözleşme | Смарт-контракт
term_054 | Fintech | defi | DeFi | DeFi (Merkeziyetsiz Finans) | DeFi
term_055 | Fintech | nft | NFT | NFT | NFT
term_058 | Fintech | robo-advisor | Robo-advisor | Robo-Danışman | Робо-консультант
term_059 | Fintech | neobank | Neobank | Neobank | Необанк
term_060 | Fintech | open-banking | Open Banking | Açık Bankacılık | Открытый банкинг
term_061 | Fintech | fintech | Fintech | Fintek | Финтех
term_062 | Fintech | insurtech | Insurtech | Insurtech | Иншуртех
term_063 | Fintech | regtech | Regtech | Regtech | Регтех
term_100 | Fintech | stablecoin | Stablecoin | Sabit Kripto Para | Стейблкоин
term_101 | Fintech | mining | Mining | Madencilik | Майнинг
term_103 | Fintech | staking | Staking | Stake Etme | Стейкинг
term_104 | Fintech | gas-fee | Gas Fee | Gas Ücreti | Комиссия за газ
term_105 | Fintech | yield-farming | Yield Farming | Getiri Çiftçiliği | Доходное фермерство
term_110 | Fintech | regulatory-sandbox | Regulatory Sandbox | Düzenleyici Sandbox | Регуляторная песочница
term_129 | Fintech | qr-code-payment | QR Code Payment | QR Kod Ödeme | Оплата по QR-коду
term_130 | Fintech | contactless-payment | Contactless Payment | Temassız Ödeme | Бесконтактная оплата
term_131 | Fintech | digital-banking | Digital Banking | Dijital Bankacılık | Цифровой банкинг
term_133 | Fintech | peer-to-peer-lending | Peer-to-Peer Lending | Eşler Arası Kredi | P2P-кредитование
term_135 | Fintech | embedded-finance | Embedded Finance | Gömülü Finans | Встроенные финансы
term_145 | Fintech | tokenization | Tokenization | Tokenizasyon | Токенизация
term_186 | Fintech | buy-now-pay-later | Buy Now Pay Later | Şimdi Al Sonra Öde | Покупай сейчас, плати потом
term_188 | Fintech | payment-gateway | Payment Gateway | Ödeme Geçidi | Платёжный шлюз
term_189 | Fintech | merchant-account | Merchant Account | Üye İşyeri Hesabı | Торговый счёт
term_191 | Fintech | pci-dss | PCI DSS | PCI DSS | PCI DSS
term_192 | Fintech | ach | ACH | ACH | ACH
term_194 | Fintech | cross-border-payment | Cross-border Payment | Sınır Ötesi Ödeme | Трансграничный платёж
term_196 | Fintech | super-app | Super App | Süper Uygulama | Суперприложение
term_197 | Fintech | banking-as-a-service | Banking-as-a-Service | Hizmet Olarak Bankacılık | Банкинг как услуга
term_198 | Fintech | instant-payment | Instant Payment | Anlık Ödeme | Мгновенный платёж
term_199 | Fintech | virtual-card | Virtual Card | Sanal Kart | Виртуальная карта
term_200 | Fintech | recurring-payment | Recurring Payment | Yinelenen Ödeme | Повторяющийся платёж
term_201 | Fintech | liquidity-pool | Liquidity Pool | Likidite Havuzu | Пул ликвидности
term_204 | Fintech | cold-wallet | Cold Wallet | Soğuk Cüzdan | Холодный кошелёк
term_205 | Fintech | hot-wallet | Hot Wallet | Sıcak Cüzdan | Горячий кошелёк
term_206 | Fintech | dapp | DApp | DApp (Merkeziyetsiz Uygulama) | DApp
term_207 | Fintech | dao | DAO | DAO (Merkeziyetsiz Otonom Org.) | DAO
term_208 | Fintech | altcoin | Altcoin | Altcoin | Альткоин
term_210 | Fintech | tokenomics | Tokenomics | Token Ekonomisi | Токеномика
term_211 | Fintech | seed-phrase | Seed Phrase | Kurtarma İfadesi (Seed) | Сид-фраза
term_212 | Fintech | consensus-mechanism | Consensus Mechanism | Konsensüs Mekanizması | Механизм консенсуса
term_213 | Fintech | proof-of-work-pow | Proof of Work (PoW) | İş Kanıtı (PoW) | Доказательство работы
term_214 | Fintech | proof-of-stake-pos | Proof of Stake (PoS) | Hisse Kanıtı (PoS) | Доказательство доли
term_215 | Fintech | halving | Halving | Yarılanma (Halving) | Халвинг
term_496 | Fintech | airdrop | Airdrop | Airdrop (Hediye Dağıtımı) | Аирдроп
term_498 | Fintech | initial-coin-offering-ico | Initial Coin Offering (ICO) | ICO (İlk Coin Arzı) | ICO
term_506 | Fintech | dex | DEX | DEX (Merkeziyetsiz Borsa) | DEX
term_507 | Fintech | cex | CEX | CEX (Merkezi Borsa) | CEX
term_508 | Fintech | amm | AMM | AMM (Otomatik Piyasa Yapıcı) | AMM
term_509 | Fintech | flash-loan | Flash Loan | Flash Kredi (Anlık Kredi) | Флеш-кредит
term_510 | Fintech | overcollateralization | Overcollateralization | Aşırı Teminatlandırma | Избыточное обеспечение
term_511 | Fintech | erc-20 | ERC-20 | ERC-20 | ERC-20
term_512 | Fintech | erc-721 | ERC-721 | ERC-721 | ERC-721
term_513 | Fintech | sharding | Sharding | Sharding (Parçalama) | Шардинг
term_514 | Fintech | layer-2 | Layer 2 | Katman 2 (Layer 2) | Второй уровень
term_515 | Fintech | rollup | Rollup | Rollup (Toplama) | Роллап
term_516 | Fintech | zk-proof | ZK-Proof | Sıfır Bilgi Kanıtı (ZK-Proof) | ZK-доказательство
term_517 | Fintech | 51-attack | 51% Attack | %51 Saldırısı | Атака 51%
term_518 | Fintech | sybil-attack | Sybil Attack | Sybil Saldırısı | Атака Сивиллы
term_519 | Fintech | reentrancy | Reentrancy | Reentrancy (Tekrar Giriş) | Повторный вход
term_520 | Fintech | rug-pull | Rug Pull | Rug Pull (Halı Çekme) | Рагпул
term_521 | Fintech | atomic-swap | Atomic Swap | Atomik Takas | Атомарный своп
term_525 | Fintech | mempool | Mempool | Mempool (Bellek Havuzu) | Мемпул
term_526 | Fintech | nonce | Nonce | Nonce (Tek Seferlik Sayı) | Нонс
term_527 | Fintech | hard-fork | Hard Fork | Hard Fork (Sert Çatallanma) | Хардфорк
term_528 | Fintech | soft-fork | Soft Fork | Soft Fork (Yumuşak Çatallanma) | Софтфорк
term_532 | Fintech | transaction-id-txid | Transaction ID (TXID) | İşlem Kimliği (TXID) | ID транзакции
term_533 | Fintech | block-explorer | Block Explorer | Blok Gezgini | Блок-эксплорер
term_534 | Fintech | faucet | Faucet | Musluk (Faucet) | Кран
term_535 | Fintech | testnet | Testnet | Test Ağı (Testnet) | Тестнет
term_536 | Fintech | mainnet | Mainnet | Ana Ağ (Mainnet) | Мейннет
term_537 | Fintech | oracle | Oracle | Kahin (Oracle) | Оракул
term_540 | Fintech | suptech | Suptech | Suptech (Gözetim Teknolojisi) | Саптех
term_541 | Fintech | wealthtech | Wealthtech | Wealthtech (Varlık Teknolojisi) | Велстех
term_542 | Fintech | proptech | Proptech | Proptech (Gayrimenkul Teknolojisi) | Проптех
term_543 | Fintech | paytech | Paytech | Paytech (Ödeme Teknolojisi) | Пейтех
term_544 | Fintech | cross-chain | Cross-Chain | Zincirler Arası (Cross-Chain) | Кросс-чейн
term_545 | Fintech | bridge | Bridge | Köprü (Bridge) | Мост
term_546 | Fintech | governance-token | Governance Token | Yönetişim Tokeni | Токен управления
term_547 | Fintech | utility-token | Utility Token | Fayda Tokeni (Utility) | Утилитарный токен
term_548 | Fintech | security-token | Security Token | Menkul Kıymet Tokeni | Секьюрити токен
term_550 | Fintech | wei | Wei | Wei | Вэй
term_551 | Fintech | gwei | Gwei | Gwei | Гвей
term_552 | Fintech | peer-to-peer | Peer-to-Peer | Eşler Arası (P2P) | Одноранговый
term_553 | Fintech | decentralization | Decentralization | Merkeziyetsizlik | Децентрализация
term_554 | Fintech | distributed-ledger | Distributed Ledger | Dağıtık Defter | Распределенный реестр
term_555 | Fintech | immutable | Immutable | Değiştirilemez (Immutable) | Неизменяемый
term_561 | Fintech | impermanent-loss | Impermanent Loss | Geçici Kayıp | Непостоянная потеря
term_562 | Fintech | tvl | TVL | Kilitli Toplam Değer (TVL) | TVL
term_566 | Fintech | gas-limit | Gas Limit | Gaz Limiti | Лимит газа
term_567 | Fintech | gas-price | Gas Price | Gaz Fiyatı | Цена газа
term_568 | Fintech | eip | EIP | EIP (Ethereum İyileştirme Önerisi) | EIP
term_571 | Fintech | fiat-on-ramp | Fiat On-Ramp | Fiat Giriş Kapısı | Фиатный шлюз (вход)
term_572 | Fintech | fiat-off-ramp | Fiat Off-Ramp | Fiat Çıkış Kapısı | Фиатный шлюз (выход)
term_576 | Fintech | encryption | Encryption | Şifreleme | Шифрование
term_577 | Fintech | decryption | Decryption | Şifre Çözme | Расшифровка
term_578 | Fintech | hashing | Hashing | Hashleme | Хеширование
term_579 | Fintech | digital-signature | Digital Signature | Dijital İmza | Цифровая подпись
term_580 | Fintech | p2p-network | P2P Network | P2P Ağı | P2P сеть
term_581 | Fintech | fork | Fork | Çatallanma (Fork) | Форк
term_582 | Fintech | mining-pool | Mining Pool | Madencilik Havuzu | Майнинг-пул
term_583 | Fintech | hash-rate | Hash Rate | Hash Oranı | Хэшрейт
term_584 | Fintech | difficulty | Difficulty | Zorluk (Madencilik) | Сложность
term_585 | Fintech | block-reward | Block Reward | Blok Ödülü | Награда за блок
term_587 | Fintech | memecoin | Memecoin | Memecoin (Şaka Coini) | Мемкоин
term_591 | Fintech | sto | STO | STO (Menkul Kıymet Arzı) | STO
term_596 | Fintech | ath | ATH | ATH (Tüm Zamanların En Yükseği) | ATH
term_597 | Fintech | atl | ATL | ATL (Tüm Zamanların En Düşüğü) | ATL
term_598 | Fintech | dyor | DYOR | DYOR (Kendi Araştırmanı Yap) | DYOR
term_601 | Fintech | flippening | Flippening | Flippening (Taht Değişimi) | Флиппенинг
term_604 | Fintech | slippage | Slippage | Slipaj (Kayma) | Проскальзывание
term_605 | Fintech | gas-war | Gas War | Gaz Savaşı | Газовая война
term_849 | Fintech | gdpr | GDPR | GDPR (Veri Koruma) | GDPR
term_850 | Fintech | psd2 | PSD2 | PSD2 | PSD2
term_851 | Fintech | mifid-ii | MiFID II | MiFID II | MiFID II
term_852 | Fintech | basel-iii | Basel III | Basel III | Базель III
term_857 | Fintech | baas | BaaS | BaaS (Hizmet Olarak Bankacılık) | BaaS
term_859 | Fintech | bnpl | BNPL | Şimdi Al Sonra Öde (BNPL) | BNPL
term_862 | Fintech | algorithmic-trading | Algorithmic Trading | Algoritmik Ticaret | Алгоритмическая торговля
term_863 | Fintech | high-frequency-trading | High Frequency Trading | Yüksek Frekanslı Ticaret (HFT) | HFT
term_875 | Fintech | front-running | Front Running | Önden Koşma (Front Running) | Фронтраннинг
term_876 | Fintech | spoofing | Spoofing | Spoofing (Kandırma) | Спуфинг
term_877 | Fintech | wash-trading | Wash Trading | Wash Trading (Hacim Şişirme) | Вош-трейдинг
term_880 | Fintech | honeypot | Honeypot | Bal Küpü (Honeypot) | Ханипот
term_890 | Fintech | runway | Runway | Pist (Runway) | Взлетная полоса (Ранвей)
term_891 | Fintech | pivot | Pivot | Pivot (Yön Değiştirme) | Пивот (Разворот)
term_894 | Fintech | white-label | White Label | Beyaz Etiket (White Label) | White Label
term_895 | Fintech | api | API | API | API
term_896 | Fintech | webhook | Webhook | Webhook | Вебхук
term_897 | Fintech | sdk | SDK | SDK (Yazılım Geliştirme Kiti) | SDK
term_898 | Fintech | latency | Latency | Gecikme | Задержка
term_899 | Fintech | uptime | Uptime | Çalışma Süresi (Uptime) | Аптайм
term_900 | Fintech | sla | SLA | SLA (Hizmet Düzeyi Anlaşması) | SLA
term_1001 | Fintech | iso-20022 | ISO 20022 | ISO 20022 | ISO 20022
term_1002 | Fintech | rtgs | RTGS | RTGS (Gerçek Zamanlı) | RTGS
term_1003 | Fintech | chips | CHIPS | CHIPS | CHIPS
term_1004 | Fintech | fedwire | Fedwire | Fedwire | Fedwire
term_1005 | Fintech | bacs | BACS | BACS | BACS
term_1006 | Fintech | faster-payments | Faster Payments | Hızlı Ödemeler | Быстрые платежи
term_1007 | Fintech | sepa-instant | SEPA Instant | SEPA Anlık | SEPA Instant
term_1008 | Fintech | hash | Hash | Hash (Özet) | Хеш
term_1009 | Fintech | merkle-tree | Merkle Tree | Merkle Ağacı | Дерево Меркла
term_1010 | Fintech | genesis-block | Genesis Block | Genesis Bloğu | Генезис-блок
term_1011 | Fintech | masternode | Masternode | Masternode | Мастернода
term_1012 | Fintech | lightning-network | Lightning Network | Lightning Ağı | Lightning Network
term_1017 | Fintech | dex-aggregator | DEX Aggregator | DEX Toplayıcı | Агрегатор DEX
term_1019 | Fintech | mica | MiCA | MiCA | MiCA
term_1021 | Fintech | dodd-frank | Dodd-Frank | Dodd-Frank | Додд-Франк
term_1022 | Fintech | sox | SOX | SOX (Sarbanes-Oxley) | SOX (Сарбейнз-Оксли)
term_1023 | Fintech | challenger-bank | Challenger Bank | Meydan Okuyan Banka | Банк-челленджер
term_1025 | Fintech | embedded-insurance | Embedded Insurance | Gömülü Sigorta | Встроенное страхование
term_1028 | Fintech | nfc | NFC | NFC (Yakın Alan İletişimi) | NFC
term_1037 | Fintech | cbdc | CBDC | CBDC (MB Dijital Parası) | CBDC
term_1039 | Fintech | remittance-corridor | Remittance corridor | Havale Koridoru | Коридор переводов
term_1040 | Fintech | interchange-fee | Interchange Fee | Takas Komisyonu | Комиссия интерчейндж
term_1042 | Fintech | sca | SCA | SCA (Güçlü Kimlik Doğrulama) | SCA (Строгая аутентификация)
term_1043 | Fintech | 3d-secure | 3D Secure | 3D Secure | 3D Secure
term_1044 | Fintech | biometric-auth | Biometric Auth | Biyometrik Doğrulama | Биометрическая аутентификация
term_1045 | Fintech | voice-banking | Voice Banking | Sesli Bankacılık | Голосовой банкинг
term_1046 | Fintech | chatbot | Chatbot | Sohbet Botu | Чат-бот
term_1048 | Fintech | peer-to-peer-insurance | Peer-to-Peer Insurance | P2P Sigorta | P2P страхование
term_1049 | Fintech | parametric-insurance | Parametric Insurance | Parametrik Sigorta | Параметрическое страхование
term_1050 | Fintech | usage-based-insurance | Usage-based Insurance | Kullanım Bazlı Sigorta | UBI (Страхование по использованию)
term_1057 | Fintech | air-gap | Air Gap | Hava Boşluğu (Air Gap) | Воздушный зазор
term_1060 | Fintech | multisig | Multisig | Çoklu İmza (Multisig) | Мультиподпись
term_1061 | Fintech | hd-wallet | HD Wallet | HD Cüzdan | HD Кошелек
term_1069 | Fintech | wrapped-bitcoin | Wrapped Bitcoin | Sarılmış Bitcoin (WBTC) | Обернутый Биткоин
term_1077 | Fintech | zk-snark | zk-SNARK | zk-SNARK | zk-SNARK
term_1079 | Fintech | sidechain | Sidechain | Yan Zincir (Sidechain) | Сайдчейн
term_1080 | Fintech | layer-1 | Layer 1 | Katman 1 (L1) | Слой 1 (L1)
term_1082 | Fintech | interoperability | Interoperability | Birlikte Çalışabilirlik | Интероперабельность
term_1083 | Fintech | consensus-algorithm | Consensus Algorithm | Mutabakat Algoritması | Алгоритм консенсуса
term_1084 | Fintech | poa | PoA | PoA (Yetki Kanıtı) | PoA (Proof of Authority)
term_1085 | Fintech | dpos | DPoS | DPoS (Delegated PoS) | DPoS
term_1086 | Fintech | node | Node | Düğüm (Node) | Узел (Нода)
term_1087 | Fintech | miner | Miner | Madenci | Майнер
term_1088 | Fintech | validator | Validator | Doğrulayıcı (Validator) | Валидатор
term_1093 | Fintech | block-height | Block Height | Blok Yüksekliği | Высота блока
term_1094 | Fintech | confirmation | Confirmation | Onay (Confirmation) | Подтверждение
term_1098 | Fintech | centralization | Centralization | Merkeziyet | Централизация
term_1100 | Fintech | digital-asset | Digital Asset | Dijital Varlık | Цифровой актив
term_1101 | Fintech | social-trading | Social Trading | Sosyal Ticaret | Социальный трейдинг
term_1102 | Fintech | copy-trading | Copy Trading | Kopyalama Ticareti | Копи-трейдинг
term_1103 | Fintech | hft | HFT | Yüksek Frekanslı İşlemler (HFT) | HFT (Высокочастотный трейдинг)
term_1105 | Fintech | ecn | ECN | ECN (Elektronik İletişim Ağı) | ECN (Электронная сеть)
term_1106 | Fintech | otc | OTC | Tezgah Üstü (OTC) | OTC (Внебиржевой)
term_1108 | Fintech | reentrancy-attack | Reentrancy Attack | Reentrancy Saldırısı | Атака повторного входа
term_1109 | Fintech | dusting-attack | Dusting Attack | Toz Saldırısı (Dusting) | Пылевая атака
term_1110 | Fintech | cryptojacking | Cryptojacking | Kripto Korsanlığı | Криптоджекинг
term_1111 | Fintech | sar | SAR | Şüpheli Faaliyet Raporu (SAR) | SAR (Отчет о подозрительной активности)
term_1112 | Fintech | edd | EDD | Gelişmiş Durum Tespiti (EDD) | EDD (Усиленная проверка)
term_1113 | Fintech | pep | PEP | Siyasi Nüfuzlu Kişi (PEP) | PEP (Политически значимое лицо)
term_1114 | Fintech | sanctions-screening | Sanctions Screening | Yaptırım Taraması | Санкционный скрининг
term_1122 | Fintech | ytd | YTD | Yılbaşından Bugüne (YTD) | YTD (С начала года)
term_1123 | Fintech | mom | MoM | Aydan Aya (MoM) | MoM (Месяц к месяцу)
term_1124 | Fintech | yoy | YoY | Yıldan Yıla (YoY) | YoY (Год к году)
term_1130 | Fintech | evm | EVM | EVM (Ethereum Sanal Makinesi) | EVM
term_1500 | Fintech | decentralized-identity | Decentralized Identity | Merkeziyetsiz Kimlik | Децентрализованный ID
term_1501 | Fintech | soulbound-token | Soulbound Token | Ruh Bağı Tokeni (SBT) | SBT
term_1502 | Fintech | proto-danksharding | Proto-Danksharding | Proto-Danksharding | Прото-Денкшардинг
term_1503 | Fintech | account-abstraction | Account Abstraction | Hesap Soyutlama | Абстракция аккаунта
term_1504 | Fintech | modular-blockchain | Modular Blockchain | Modüler Blokzincir | Модульный блокчейн
term_1505 | Fintech | data-availability | Data Availability | Veri Erişilebilirliği | Доступность данных
term_1506 | Fintech | mev | MEV | MEV (Maksimal Çıkarılabilir Değer) | MEV
term_1513 | Fintech | liquid-staking | Liquid Staking | Likit Staking | Ликвидный стейкинг
term_1514 | Fintech | restaking | Restaking | Yeniden Staking | Рестейкинг
term_1517 | Fintech | vesting-schedule | Vesting Schedule | Hakediş Takvimi | График разблокировки
term_1518 | Fintech | cliff | Cliff | Cliff (Uçurum/Bekleme) | Клифф
term_1519 | Fintech | tge | TGE | TGE (Token Üretim Etkinliği) | TGE
term_1520 | Fintech | fully-diluted-valuation | Fully Diluted Valuation | Seyreltilmiş Piyasa Değeri (FDV) | FDV
term_1521 | Fintech | rwa | RWA | Gerçek Dünya Varlıkları (RWA) | RWA (Активы реального мира)
term_1522 | Fintech | depin | DePin | DePin (Merkeziyetsiz Fiziksel Altyapı) | DePin
term_1523 | Fintech | gamefi | GameFi | Oyun Finansı (GameFi) | GameFi
term_1524 | Fintech | socialfi | SocialFi | Sosyal Finans (SocialFi) | SocialFi
term_1525 | Fintech | regfi | RegFi | Düzenlenmiş Finans (RegFi) | RegFi
term_1528 | Fintech | privacy-coin | Privacy Coin | Gizlilik Coini | Приватная монета
term_1530 | Fintech | verkle-trees | Verkle Trees | Verkle Ağaçları | Деревья Веркла
term_1531 | Fintech | blobspace | Blobspace | Blob Alanı | Блоб-пространство
term_1532 | Fintech | sequencer | Sequencer | Sıralayıcı (Sequencer) | Секвенсор
term_1533 | Fintech | layer-3 | Layer 3 | Katman 3 (L3) | Слой 3
term_1534 | Fintech | base-layer | Base Layer | Temel Katman | Базовый слой
term_3000 | Fintech | layer-0 | Layer 0 | Katman 0 (Layer 0) | Нулевой уровень
term_3003 | Fintech | erc-1155 | ERC-1155 | ERC-1155 | ERC-1155
term_3004 | Fintech | bep-20 | BEP-20 | BEP-20 | BEP-20
term_3007 | Fintech | decentralized-identifier-did | Decentralized Identifier (DID) | Merkeziyetsiz Kimlik (DID) | Децентрализованный идентификатор
term_3009 | Fintech | crypto-bridge | Crypto Bridge | Kripto Köprü | Криптомост
term_3010 | Fintech | wrapped-bitcoin-wbtc | Wrapped Bitcoin (WBTC) | Paketlenmiş Bitcoin (WBTC) | Обернутый Биткоин
